Cosit,Description,Type,StartSite,EndSite,Length,StartGrid,EndGrid,Direction
WRG0018,A5029 Crow Orchard Rd to Woodhouse Dr/Scot Ln,Link,MAC1019WG,MAC1024WG,5019 m,354356410522,356284406977,SE
WGR0091,A577 Darlington St/Warrington Ln to A577 Manchester Rd/Ince Green Ln,Link,MAC1113WG,MAC1111WG,1412 m,358718405318,359995405382,E
WGR0090,A577 Manchester Rd/Ince Green Ln to A577 Darlington Rd/Warrington Ln,Link,MAC1111WG,MAC1113WG,1398 m,359995405382,358718405318,W
WGR0089,A49 Central Park Way/ River Way to A577 Darlington St E/Birkett Bank,Normal,MAC1023WG,MAC1112WG,1472 m,358546405971,359385405593,E
WGR0088,A577 Darlington St E/Birkett Bank to A49 Central Park Way/River Way,Normal,MAC1112WG,MAC1023WG,1514 m,359385405593,358546405971,W
WGR0087,A49 Chapel Ln/Queen St to A577 Darlington St/Warrington Ln,Normal,MAC1018WG,MAC1113WG,825 m,358297405137,358718405318,E
WGR0086,A577 Darlington St/Warrington Ln to A49 Chapel Ln/Queen St,Normal,MAC1113WG,MAC1018WG,530 m,358718405318,358297405137,W
WGR0085,A49 Central Park Way/River Way to A577 Darlington St/Warrington Ln,Normal,MAC1023WG,MAC1113WG,721 m,358546405971,358718405318,S
WGR0084,A577 Darlington St/Warrington Ln to A49 Central Park Way/River Way,Normal,MAC1113WG,MAC1023WG,773 m,358718405318,358546405971,N
WGR0083,A578 Wigan Rd/Twist Ln to A578 Atherleigh Way/Twist Ln,Normal,MAC1115WG,MAC1114WG,261 m,364794400258,365043400179,E
WGR0082,A578 Wigan Rd north of Eva St to A578 Wigan Rd/Twist Ln,Link,MAC1116WG,MAC1115WG,1075 m,364498401260,364794400258,S
WGR0081,A578 Wigan Rd/Nel Pan Ln to A578 Wigan Rd north of Eva St,Link,MAC1117WG,MAC1116WG,695 m,364144401844,364498401260,SE
WGR0080,A578 Leigh Rd/Smith's Rd to A578 Wigan Rd/Nel Pan Ln,Link,MAC1118WG,MAC1117WG,361 m,363873402051,364144401844,SE
WGR0079,A578 Leigh Rd/Atherton Rd to A578 Leigh Rd/Smith's Ln,Link,MAC1109WG,MAC1118WG,1080 m,364075403056,363873402051,S
WGR0078,A578 Leigh Rd/Smith's Ln to A578 Leigh Rd/Atherton Rd,Link,MAC1118WG,MAC1109WG,1079 m,363873402051,364075403056,N
WGR0077,A578 Wigan Rd/Nell Pan Ln to A578 Leigh Rd/Smith's Ln,Link,MAC1117WG,MAC1118WG,351 m,364144401844,363873402051,NW
WGR0076,A578 Wigan Rd north of Eva St to A578 Wigan Rd/Nell Pan Ln,Link,MAC1116WG,MAC1117WG,695 m,364498401260,364144401844,NW
WGR0075,A578 Wigan Rd/Twist Ln to A578 Wigan Rd north of Eva St,Link,MAC1115WG,MAC1116WG,1075 m,364794400258,364498401260,N
WGR0074,A578 Atherleigh Way/Twist Ln to A578 Wigan Rd/Twist Ln,Normal,MAC1114WG,MAC1115WG,261 m,365043400179,364794400258,W
WGR0073,A577 Mosley Common Rd/Bridgewater Rd to A580 East Lancs Rd,Link,MAC1102WG,MAC1101WG,238 m,371851401309,371987401139,SE
WGR0072,A577 Sale Ln/Mort Ln to A577 Mosley Common Rd/Bridgewater Rd,Link,MAC1103WG,MAC1102WG,1236 m,371040402027,371851401309,SE
WGR0071,A577 Manchester Rd/Hough Ln to A577 Sale Ln/Mort Ln,Link,MAC1104WG,MAC1103WG,580 m,370465401952,371040402027,E
WGR0070,A577 Tyldesley Rd Sharkerley rd to A577 Manchester Rd/Hough Ln,Link,MAC1105WG,MAC1104WG,1915 m,368668402235,370465401952,E
WGR0069,A577 Tyldesley Rd/Kay St to A577 Tyldesley Rd/Sharkerley Rd,Link,MAC1106WG,MAC1105WG,1138 m,367829402916,368668402235,SE
WGR0068,A577 Wigan Rd to Atherleigh Way to A577 Tyldesley Rd/Kay St,Link,MAC1107WG,MAC1106WG,1792 m,366382403109,367829402916,E
WGR0067,A577 Wigan Rd/Lovers Ln to A577 Wigan Rd/Atherleigh Way,Link,MAC1108WG,MAC1107WG,481 m,365933402984,366382403109,E
WGR0066,A578 Leigh Rd/Atherton Rd to A577 Wigan Rd/Lovers Ln,Link,MAC1109WG,MAC1108WG,1864 m,364075403056,365933402984,E
WGR0065,A577 Wigan Rd/Liverpool Rd to A578 Leigh Rd/Atherton Rd,Link,MAC1110WG,MAC1109WG,2824 m,361583404290,364075403056,E
WGR0064,A577 Manchester Rd/Ince Green Ln to A577 Wigan Rd/Liverpool Rd,Link,MAC1111WG,MAC1110WG,1946 m,359995405382,361583404290,SE
WGR0063,A577 Darlington St E/Birkett Bank to A577 Manchester Rd/Ince Green Ln,Link,MAC1112WG,MAC1111WG,662 m,359385405593,359995405382,E
WGR0062,A577 Darlington St/Warrington Ln to A577 Darlington St E/Birkett Bank,Link,MAC1113WG,MAC1112WG,749 m,358718405318,359385405593,E
WGR0061,A577 Darlington St E/Birkett Bank to A577 Darlington St/Warrington Ln,Link,MAC1112WG,MAC1113WG,739 m,359385405593,358718405318,W
WGR0060,A577 Manchester Rd/Ince Green Ln to A577 Darlington St E/Birkett Bank,Normal,MAC1111WG,MAC1112WG,658 m,359995405382,359385405593,W
WGR0059,A577 Wigan Rd/Liverpool Rd to A577 Manchester Rd/Ince Green Ln,Link,MAC1110WG,MAC1111WG,1947 m,361583404290,359995405382,NW
WGR0058,A578 Leigh Rd/Atherton Rd to A577 Wigan Rd/Liverpool Rd,Link,MAC1109WG,MAC1110WG,2823 m,364075403056,361583404290,W
WGR0057,A577 Wigan Rd/Lovers Ln to A578 Leigh Rd/Atherton Rd,Link,MAC1108WG,MAC1109WG,1864 m,365933402984,364075403056,W
WGR0056,A577 Wigan rd/Atherleigh Way to A577 Wigan rd/Lovers Ln,Link,MAC1107WG,MAC1108WG,512 m,366382403109,365933402984,W
WGR0055,A577 Tyldesley Rd/Kay St A577 Wigan Rd/Atherleigh Way,Link,MAC1106WG,MAC1107WG,1837 m,367829402916,366382403109,W
WGR0054,A577 Tyldesley Rd/Sharkerley Rd to A577 Tyldesley Rd/Kay St,Link,MAC1105WG,MAC1106WG,1138 m,368668402235,367829402916,NW
WGR0053,A577 Manchester Rd/Hough Ln to A577 Tyldesley Rd/Sharkerley Rd,Link,MAC1104WG,MAC1105WG,1910 m,370465401952,368668402235,W
WGR0052,A577 Sale Ln/Mort Ln to A577 Manchester Rd/Hough Ln,Link,MAC1103WG,MAC1104WG,580 m,371040402027,370465401952,W
WGR0051,A577 Mosley Common Rd/Bridgewater Rd to A577 Sale Ln/Mort Ln,Link,MAC1102WG,MAC1103WG,1236 m,371851401309,371040402027,NW
WGR0050,A580 East Lancs Rd to A577 Mosley Common Rd/Bridgewater Rd,Link,MAC1101WG,MAC1102WG,234 m,371987401139,371851401309,NW
WGR0049,A577 Orrell Rd/Fleet St to A59 Dunnings Bridge Rd/M57/M58,Normal,MAC1026WG,MAC1058LP,20587 m,354698404645,336877400101,W
WGR0048,A49 Warrington Rd to A580 East Lancs Rd/Walkden Rd,Normal,MAC1012WG,MAC1053SD,23476 m,356841402681,374101401764,E
WGR0047,Woodhouse Dr/Scot Ln to A49 Wigan Ln/Brock Mill Ln,Normal,MAC1024WG,MAC1021WG,2363 m,356284406977,358258407641,E
WGR0046,A49 Wigan Ln/Brock Mill Ln to Woodhouse Dr/Scot Ln,Normal,MAC1021WG,MAC1024WG,2427 m,358258407641,356284406977,W
WGR0045,A49 Wigan Ln/Royal Albert Edward Hospital to Woodhouse Rd/Scot Drive,Link,MAC1022WG,MAC1024WG,2550 m,358477407143,356284406977,W
WGR0044,Woodhouse Dr/Scot Ln to A49 Wigan Ln/Royal Albert Edward Hospital,Link,MAC1024WG,MAC1022WG,2554 m,356284406977,358477407143,E
WGR0043,Poolstock Ln/St Pauls to Holmes House Av,Normal,MAC1016WG,MAC1031WG,1765 m,357168403415,355749402987,W
WGR0042,Holmes House Ave to Poolstock Ln/St Pauls,Link,MAC1031WG,MAC1016WG,1713 m,355749402987,357168403415,E
WGR0041,Holmes House Av to A571 Pemberton Rd VMS,Normal,MAC1031WG,MAC1029WG,1421 m,355749402987,354756402465,SW
WGR0040,A571 Pemberton Rd VMS to Holmes House Avenue,Link,MAC1029WG,MAC1031WG,1430 m,354756402465,355749402987,NE
WGR0039,A577 Ormskirk Rd/Sherwood Dr to A577 Orrell Rd/Fleet St,Link,MAC1027WG,MAC1026WG,945 m,355627404548,354698404645,W
WGR0038,A577 Ormskirk Rd/Alker St to A577 Ormskirk Rd/Sherwood Dr,Link,MAC1028WG,MAC1027WG,979 m,356541404760,355627404548,W
WGR0037,A49 Wallgate Saddle Gyratory to A577 Ormskirk Rd/Alker St,Normal,MAC1014WG,MAC1028WG,584 m,356922404924,356541404760,W
WGR0036,Woodhouse Dr/Scot Ln to A5029 Crow Orchard Rd,Link,MAC1024WG,MAC1019WG,4929 m,356284406977,354356410522,NW
WGR0035,Scot Ln/Challenge Way to Woodhouse Dr,Link,MAC1025WG,MAC1024WG,617 m,356020406442,356284406977,NE
WGR0034,A49 Wallgate Saddle Gyratory to Scot Ln/Challenge Way,Normal,MAC1014WG,MAC1025WG,1916 m,356922404924,356020406442,NW
WGR0033,A571 Billinge Rd/Little Ln to A571 Pemberton Rd VMS,Link,MAC1030WG,MAC1029WG,2361 m,355994404167,354756402465,SW
WGR0032,A49 Wallgate Gyratory to A571 Billinge Rd/Little Ln,Link,MAC1014WG,MAC1030WG,1192 m,356922404924,355994404167,SW
WGR0031,A49 Warrington rd/Smithy Rd to A49 Warrington Rd,Link,MAC1013WG,MAC1012WG,1163 m,356680403784,356841402681,S
WGR0030,A49 Wallgate Saddle Gyratory to A9 warrington Rd/Smithy Brook,Link,MAC1014WG,MAC1013WG,1187 m,356922404924,356680403784,S
WGR0029,A49 Wallgate/Caroline St to A49 Wallgate Saddle Gyratory,Link,MAC1015WG,MAC1014WG,1239 m,357980405365,356922404924,W
WGR0028,A49 Chapel Ln/Queen St to A49 Wallgate/Caroline St,Link,MAC1018WG,MAC1015WG,455 m,358297405137,357980405365,NW
WGR0027,A49 Chapel Ln to A49 Central Park Way,Link,MAC1018WG,MAC1023WG,894 m,358297405137,358546405971,N
WGR0026,Preston Road/Market St to A5209 Crow Orchard Rd,Link,MAC1020WG,MAC1019WG,2171 m,356131410187,354356410522,W
WGR0025,A49 Wigan Ln/Brook Mill Ln to Preston Rd/Market St,Link,MAC1021WG,MAC1020WG,3507 m,358258407641,356131410187,NW
WGR0024,A49 Central Park Way/Riverway to A49 Wigan Ln/Brook Mill Ln,Link,MAC1022WG,MAC1021WG,557 m,358477407143,358258407641,NW
WGR0023,A49 Central Park Way/Riverway to A49 Wigan Rd/Royal Albert Edward Hospital,Link,MAC1023WG,MAC1022WG,1383 m,358546405971,358477407143,N
WGR0022,Poolstock/St Pauls to A49 Warrington Rd,Link,MAC1016WG,MAC1012WG,891 m,357168403415,356841402681,SW
WGR0021,A49 Central Park Way to A49 Chapel Ln,Link,MAC1023WG,MAC1018WG,881 m,358546405971,358297405137,S
WGR0020,Scot Ln/Challenge Way to A49 Wallgate Saddle Gyratory,Normal,MAC1025WG,MAC1014WG,2223 m,356020406442,356922404924,SE
WGR0019,Woodhouse Dr/Scot Ln to Scot Ln/Challenge Way,Link,MAC1024WG,MAC1025WG,617 m,356284406977,356020406442,SW
WGR0018,Poolstock/Rushdene to Poolstock/St Pauls,Link,MAC1017WG,MAC1016WG,525 m,357428403870,357168403415,SW
WGR0017,A49 Chapel Lane to Poolstock/Rushdene,Link,MAC1018WG,MAC1017WG,1630 m,358297405137,357428403870,SW
WGR0016,A571 Billinge Rd/Little Ln to A49 Wallgate Saddle Gyratory,Link,MAC1030WG,MAC1014WG,1196 m,355994404167,356922404924,NE
WGR0015,A571 Pemberton Rd VMS to A571 Billinge Rd/Little Ln,Link,MAC1029WG,MAC1030WG,2348 m,354756402465,355994404167,NE
WGR0014,A577 Ormskirk Rd/Alker St to A49 Wallgate Saddle Gyratory,Normal,MAC1028WG,MAC1014WG,498 m,356541404760,356922404924,E
WGR0013,A577 Ormskirk Rd/Sherwood Dr to A577 Ormskirk Rd/Alker St,Link,MAC1027WG,MAC1028WG,939 m,355627404548,356541404760,E
WGR0012,A577 Orrell Rd/Fleet St to A577 Ormskirk Rd/Sherwood Dr,Link,MAC1026WG,MAC1027WG,945 m,354698404645,355627404548,E
WGR0011,A49 Wigan Ln/Royal Albert Edward Hospital to A49 Central Park Way/Riverway,Link,MAC1022WG,MAC1023WG,1391 m,358477407143,358546405971,S
WGR0010,A49 Wigan Ln/Brock Mill Ln to A49 Wigan Ln/Royal Albert Edward Hospital,Link,MAC1021WG,MAC1022WG,550 m,358258407641,358477407143,SE
WGR0009,Preston Rd/Market St to A49 Wigan Ln/Brock Mill Ln,Link,MAC1020WG,MAC1021WG,3515 m,356131410187,358258407641,SE
WGR0008,A5029 Crow Orchard Rd to Preston Rd/Market St,Link,MAC1019WG,MAC1020WG,2058 m,354356410522,356131410187,E
WGR0007,Poolstock Ln/Rushdene to A49 Chapel Ln/Queen St,Link,MAC1017WG,MAC1018WG,1624 m,357428403870,358297405137,NE
WGR0006,Poolstock Ln/St Pauls to Poolstock Ln/Rushdene,Link,MAC1016WG,MAC1017WG,525 m,357168403415,357428403870,NE
WGR0005,A49 Warrington Rd/Wheatlea Rd to Poolstock Ln/St Pauls,Link,MAC1012WG,MAC1016WG,945 m,356841402681,357168403415,NE
WGR0004,A49 Wallgate/Caroline St to A49 Chapel Ln/Queen St,Link,MAC1015WG,MAC1018WG,405 m,357980405365,358297405137,SE
WGR0003,A49 Wallgate Saddle Gyratory to A49 Wallgate/Caroline St,Link,MAC1014WG,MAC1015WG,1311 m,356922404924,357980405365,E
WGR0002,A49 Warrington Rd/Smithy Bridge to A49 Wallgate Saddle Gyratory,Link,MAC1013WG,MAC1014WG,1186 m,356680403784,356922404924,N
WGR0001,A49 Warrington Rd to A49 Warrington Rd/Smithy Brook,Link,MAC1012WG,MAC1013WG,1143 m,356841402681,356680403784,N
WGCR0015,A49 Chapel Ln to Pemberton Rd via Poolstock Ln,Normal,MAC1018WG,MAC1029WG,5380 m,358297405137,354756402465,SW
WAFN0021,M56 Castle Mill Ln Bridge to A5081 Park Way,Normal,MAC5013HA,MAC1052TR,16805 m,378078384588,377754396004,N
WAFN0020,A5080 Queens Dr/M62 J4 to M56 Castle Mill Ln Bridge,Normal,MAC1055LP,MAC5013HA,45475 m,340219390383,378078384588,E
TRR028,A56 Chester Rd/Kingsway to A56 Cross St/Dane Rd,Normal,MAC1043TR,MAC1008TR,1896 m,379735394420,378905392755,SW
TRR027,A56 Chester Rd/Great Stone Rd/Avondale Rd to A56 Chester Rd/Kingsway,Normal,MAC1045TR,MAC1043TR,1592 m,380582395762,379735394420,SW
TRR0050,A56 Chester Rd/Kingsway to A56 Chester Rd/Davyhulme Rd E,Link,MAC1043TR,MAC1044TR,584 m,379735394420,380049394924,NE
TRR0032,A56 Chester Rd/Great Stone Rd/Avondale Rd to A56 Chester Rd/Davyhulme Rd E,Link,MAC1045TR,MAC1044TR,1008 m,380582395762,380049394924,SW
TRR0029,A56 Cross St/Dane Rd to A56 Chester Rd/Barton Rd on-slip,Link,MAC1008TR,MAC1042TR,1261 m,378905392755,379342393930,NE
TRR0022,M60 J10/Redclyffe Rd/Trafford Centre E to A5080 Queens Dr/M62 J4,Normal,MAC1051TR,MAC1055LP,41240 m,376432396535,340219390383,W
TRR0021,A5081 Park Way to Pilsworth Rd/M66 J3,Normal,MAC1052TR,MAC1054BY,20257 m,377754396004,382086409171,NE
TRR0020,A5081 Park Way to A580 East Lancs Rd/Walkden Rd,Normal,MAC1052TR,MAC1053SD,8030 m,377754396004,374101401764,NW
TRR0019,A56 White City Circle to A5081 Park Way,Normal,MAC1047TR,MAC1052TR,4113 m,381277396298,377754396004,W
TRR0018,A5081 Park Way to A56 White City Circle,Normal,MAC1052TR,MAC1047TR,4436 m,377754396004,381277396298,E
TRR0017,A5081 Park Way to A56 Cross St/Dane Rd,Normal,MAC1052TR,MAC1008TR,4554 m,377754396004,378905392755,SE
TRR0016,A56 Cross Rd/Dane Rd to A5081 Park Way,Normal,MAC1008TR,MAC1052TR,4473 m,378905392755,377754396004,NW
TRR0015,A56 Chester Rd/Barton Rd on-slip to A56 Cross St/Dane Rd,Link,MAC1042TR,MAC1008TR,1259 m,379342393930,378905392755,SW
TRR0014,A56 Chester Rd/Kingsway to A56 Chester Rd/Barton Rd on-slip,Link,MAC1043TR,MAC1042TR,636 m,379735394420,379342393930,SW
TRR0013,A56 Chester Rd/Davyhulme Rd to A56 Chester Rd/Kingsway,Link,MAC1044TR,MAC1043TR,584 m,380049394924,379735394420,SW
TRR0012,A56 Chester Rd/Great Stone Rd/Avondale Rd to A56 Chester Rd/Davyhulme,Normal,MAC1045TR,MAC1044TR,997 m,380582395762,380049394924,SW
TRR0011,A56 Chester Rd/Warwick Rd to A56 Chester Rd/Great Stone Rd/Avondale Rd,Link,MAC1046TR,MAC1045TR,519 m,380983396106,380582395762,SW
TRR0010,A56 White City Circle to A56 Chester Rd/Warwick St,Link,MAC1047TR,MAC1046TR,351 m,381277396298,380983396106,SW
TRR0009,A56 Bridgewater Way/Cornbrook/Chester Rd to A56 Whitecity Circle,Link,MAC1048TR,MAC1047TR,1366 m,382430396994,381277396298,SW
TRR0008,A56 Bridgewater Way/Cornbrook/Chester Rd to A57 Mancunian Way/Chester Rd,Link,MAC1048TR,MAC1049MR,585 m,382430396994,382950397270,NE
TRR0007,A56 White City Circle to A56 Bridgewater Way/Cornbrook/Chester Rd,Link,MAC1047TR,MAC1048TR,1367 m,381277396298,382430396994,NE
TRR0006,A56 Chester Rd/Warwick Rd to A56 White City Circle,Link,MAC1046TR,MAC1047TR,352 m,380983396106,381277396298,NE
TRR0005,A56 Chester Rd/Great Stone Rd/Avondale Rd to A56 Chester Rd/Warwick Rd,Link,MAC1045TR,MAC1046TR,525 m,380582395762,380983396106,NE
TRR0004,A56 Chester Rd/Davyhulme Rd to A56 Chester Rd/Great Stone Rd/Avondale Rd,Link,MAC1044TR,MAC1045TR,998 m,380049394924,380582395762,NE
TRR0003,A56 Chester Rd/Kingsway to A56 Chester Rd/Davyhulme Rd E,Normal,MAC1043TR,MAC1044TR,584 m,379735394420,380049394924,NE
TRR0002,A56 Chester Rd/Barton Rd on-slip to A56 Chester Rd/Kingsway,Link,MAC1042TR,MAC1043TR,690 m,379342393930,379735394420,NE
TRR0001,A56 Cross St/Dane Rd to A56 Cross St/Barton Rd,Normal,MAC1008TR,MAC1042TR,1223 m,378905392755,379342393930,NE
STR0019,A6 London Rd/Buxton Rd to A6 Buxton Rd/Bridgemont,Normal,MAC1041ST,MAC1063DS,11190 m,392525386519,401300382478,E
STR0018,A6 Buxton Rd/Nangreaves Rd to A6 Buxton Rd/Kennerley Rd,Link,MAC1033ST,MAC1032ST,529 m,390136388803,389822389228,NW
STR0017,A6 Buxton Rd/Kennerley Rd to A6 Buxton Rd/Nangreave Rd,Link,MAC1034ST,MAC1033ST,404 m,390366388468,390136388803,NW
STR0016,A6 Buxton Rd south of Woodsmoor Rd to A6 Buxton Rd/Kennerley Rd,Link,MAC1035ST,MAC1034ST,510 m,390743388128,390366388468,NW
STR0015,A6 Buxton Rd north of Dialstone ln to A6 Buxton Rd south of Woodsmoor Rd,Link,MAC1036ST,MAC1035ST,693 m,391333387773,390743388128,NW
STR0014,A6 London Rd/Newmoor Rd to A6 Buxton Rd north of Dialstone Ln,Link,MAC1037ST,MAC1036ST,417 m,391650387505,391333387773,NW
STR0013,A6 London Rd south of Vernon St to A6 London Rd/Newmoor Rd,Link,MAC1038ST,MAC1037ST,149 m,391734387377,391650387505,NW
STR0012,A6 London Rd/Hope St to A6 London Rd south of Vernon St,Link,MAC1039ST,MAC1038ST,355 m,391941387088,391734387377,NW
STR0011,A6 London Rd south of Grundey St to A6 London Rd/Hope St,Link,MAC1040ST,MAC1039ST,300 m,392182386916,391941387088,NW
STR0010,A6 London Rd/Buxton Rd to A6 London Rd/Grundey St,Link,MAC1041ST,MAC1040ST,521 m,392525386519,392182386916,NW
STR0009,A6 London Rd south of Grundey St to A6 London Rd/Buxton Rd,Link,MAC1040ST,MAC1041ST,521 m,392182386916,392525386519,SE
STR0008,A6 London Rd/Hope St to A6 London Rd south of Grundey St,Link,MAC1039ST,MAC1040ST,300 m,391941387088,392182386916,SE
STR0007,A6 London Rd south of Vernon St to A6 London Rd/Hope St,Link,MAC1038ST,MAC1039ST,355 m,391734387377,391941387088,SE
STR0006,A6 London Rd/Newmoor Ln to A6 London Rd south of Vernon St,Link,MAC1037ST,MAC1038ST,159 m,391650387505,391734387377,SE
STR0005,A6 Buxton Rd north of Dialstone Ln to A6 London Rd/Newmoor Rd,Link,MAC1036ST,MAC1037ST,416 m,391333387773,391650387505,SE
STR0004,A6 Buxton Rd south of woodsmoor Rd to A6 Buxton Rd north of Dialstone Rd,Link,MAC1035ST,MAC1036ST,689 m,390743388128,391333387773,SE
STR0003,A6 Buxton Rd/Kennerley Rd to A6 Buxton Rd south of Woodmoor Rd,Link,MAC1034ST,MAC1035ST,509 m,390366388468,390743388128,SE
STR0002,A6 Buxton Rd/Nangreaves Rd to A6 Buxton Rd/Kennerley Rd,Link,MAC1033ST,MAC1034ST,404 m,390136388803,390366388468,SE
STR0001,A6 Wellington Rd S north of Daisy Ln to A6 Buxton Rd/Nangreaves Rd,Link,MAC1032ST,MAC1033ST,533 m,389822389228,390136388803,SE
SDR0004,A580 East Lancs Rd/Walkden Rd to M66/Pilsworth Rd,Normal,MAC1053SD,MAC1054BY,15958 m,374101401764,382086409171,NE
SDR0003,A580 East Lancs Rd/Walkden Rd to A5058 Queens Dr/A580 Walton Ln,Normal,MAC1053SD,MAC1056LP,39262 m,374101401764,336544394552,W
SDR0001,A580 East Lancs Rd/Walkden Rd to A5081 Park Way,Normal,MAC1053SD,MAC1052TR,7908 m,374101401764,377754396004,SE
SD0002,A580 East Lancs Rd/Walkden Rd to A49 Warrington Rd,Normal,MAC1053SD,MAC1012WG,23616 m,374101401764,356841402681,W
MW0002,M56 Castle Mill Lane Bridge to A49 Warrington Rd,Normal,MAC5013HA,MAC1012WG,35255 m,378078384588,356841402681,NW
MW0001,A49 Warrington Rd to M56 Castle Mill Lane Bridge,Normal,MAC1012WG,MAC5013HA,34741 m,356841402681,378078384588,SE
MR0001,A57 Mancunian Way/Chester Rd to A56 Bridgewater Way/Cornbrook/Chester Rd,Link,MAC1049MR,MAC1048TR,587 m,382950397270,382430396994,SW
LPR0009,A5080 Queens Drive/M62 to M60 J10/Redclyffe Rd/Trafford Centre E,Normal,MAC1055LP,MAC1051TR,41716 m,340219390383,376432396535,E
LPR0008,A580/Queens Dr to A580 East Lancs Rd/Walkden Rd,Normal,MAC1056LP,MAC1053SD,39270 m,336544394552,374101401764,E
LPR0007,A59 DunningsBr Rd/M57/M58 to A565 Crosby Rd/Princess Way,Normal,MAC1058LP,MAC1057LP,5532 m,336877400101,332614396938,SW
LPR0006,A565 Crosby Rd/Princess Way to A59 Dunnings Bridge Rd/M57,Normal,MAC1057LP,MAC1058LP,5476 m,332614396938,336877400101,NE
LPR0005,A565 Crosby Rd/Princess Way to A5058 Queens Drive/A580 Walton Ln,Normal,MAC1057LP,MAC1056LP,5649 m,332614396938,336544394552,SE
LPR0004,A5058 Queens Dr/A580 Walton Ln to A565 Crosby Rd/Princess Way,Normal,MAC1056LP,MAC1057LP,5750 m,336544394552,332614396938,NW
LPR0003,A5058 Queens Drive/A580 Walton Ln to A5080 Queens Drive/M62 J4,Normal,MAC1056LP,MAC1055LP,5929 m,336544394552,340219390383,SE
LPR0002,A5080 Queens Drive/M62 J4 to A5058 Queens Drive/A580 Walton Ln,Normal,MAC1055LP,MAC1056LP,5956 m,340219390383,336544394552,NW
LPR0001,A59 Dunnings Bridge Rd//M57M58 to A577 Orrell Rd/Fleet St,Normal,MAC1058LP,MAC1026WG,20295 m,336877400101,354698404645,E
DSR0005,A6 Buxton Rd/Bridgemont to A515 south of Sterndale Moor,Normal,MAC1063DS,MAC1060DS,22757 m,401300382478,410476368038,SE
DSR0001,A6 Buxton Rd/Bridgemont to A6 London Rd/Buxton Rd,Normal,MAC1063DS,MAC1041ST,11190 m,401300382478,392525386519,W
DS0003,A515 south of Sterndale Moor to A6 Buxton Rd/Bridgemont,Normal,MAC1060DS,MAC1063DS,22690 m,410476368038,401300382478,NW
BYR0002,Pilsworth Rd/M66 J3 to A580 East Lancs Rd/Walkden Rd,Normal,MAC1054BY,MAC1053SD,14124 m,382086409171,374101401764,SW
BYR0001,Pilsworth Rd/M66 J3 to A5081 Park Way,Normal,MAC1054BY,MAC1052TR,20308 m,382086409171,377754396004,SW
A6R097,A6 Stockport Rd/Devonshire Rd to A6 Downing St/Grosvenor Rd,Link,MAC1075MR,MAC1078MR,1087 m,385675396688,384895397367,NW
A6R096,A6 Downing St/Grosvenor St to A6 Stockport Rd/Devonshire Rd,Link,MAC1078MR,MAC1075MR,1104 m,384895397367,385675396688,SE
A6R095,A6 Wellington Rd N/Manchester Rd to A6 Stockport Rd/Alma Rd,Link,MAC1073MR,MAC1072MR,567 m,387733393518,387438394007,NW
A6R094,A6 Stockport Rd/Alma Rd to A6 Stockport Rd/Broom Ln,Link,MAC1072MR,MAC1073MR,567 m,387438394007,387733393518,SE
A6R093_9,A6 Wellington Rd N/Heaton Rd to Wellington Rd N/ Heaton Moor Rd,Link,MAC1085ST,MAC1098ST,980 m,388723391351,388345392252,NW
A6R093_8,A6 Wellington Rd S/Heaton Ln to A6 Wellnigton Rd N/Heaton Rd,Link,MAC1087ST,MAC1085ST,1094 m,389224390398,388723391351,NW
A6R093_7,A6 Wellington Rd S/Greek St to A6 Wellington Rd S/Heaton Ln,Link,MAC1088ST,MAC1087ST,657 m,389543389836,389224390398,NW
A6R093_6,A6 Wellington Road S/Longshut Ln to A6 Wellington Rd S/Greek St,Link,MAC1089ST,MAC1088ST,494 m,389727389376,389543389836,NW
A6R093_5,A6 Wellington Rd South/Bramhall Lane to A6 Wellington Rd South/Longshut Lane,Link,MAC1090ST,MAC1089ST,346 m,389931389091,389727389376,NW
A6R093_4,A6 Buxton Rd south of Woodsmoor Rd to A6 Wellington Rd S/Bramhall Ln,Link,MAC1035ST,MAC1090ST,1271 m,390743388128,389931389091,NW
A6R093_3,A6 London Rd/Newmoor Ln to A6 Buxton Rd sth of Woodsmoor Rd,Link,MAC1037ST,MAC1035ST,1110 m,391650387505,390743388128,NW
A6R093_2,A6 London Rd/Hope St to A6 London Rd/Newmoor Rd,Link,MAC1039ST,MAC1037ST,502 m,391941387088,391650387505,NW
A6R093_15,A6 Stockport Rd/Devonshire Rd to A6 Downing St/Grosvenor St,Link,MAC1075MR,MAC1078MR,1096 m,385675396688,384895397367,NW
A6R093_14,A6 Stockport Rd/Dickenson Ln to A6 Stockport Rd/Devonshire Rd,Link,MAC1077MR,MAC1075MR,1623 m,386820395549,385675396688,NW
A6R093_13,A6 Stockport Rd/Crowcroft Rd to A6 Stockport Rd/Dickenson Ln,Link,MAC1083MR,MAC1077MR,677 m,387212395000,386820395549,NW
A6R093_12,A6 Stockport Rd/Albert Rd to A6 Stockport Rd/Crowcroft Rd,Link,MAC1071MR,MAC1083MR,849 m,387370394187,387212395000,N
A6R093_11,A6 Stockport Rd/Broom Ln to A6 Stockport Rd/Albert Rd,Link,MAC1073MR,MAC1071MR,765 m,387733393518,387370394187,NW
A6R093_10,A6 Wellington Rd S/Heaton Moor Rd to A6 Stockport Rd/Broom Ln,Link,MAC1098ST,MAC1073MR,1414 m,388345392252,387733393518,NW
